id,category,filtered,content,summary,prompt_filter_result,completion_filter_result
1824,['Politics'],False,"""쟤들이 짱깨 홍위병이랑 다른게 뭐냐??""","요약: ""그들과 홍위병의 차이가 무엇인가?""",{},{}
1825,['Not Hate Speech'],False,성매매합법해야됨 불법이니깐 꽃뱀들이 몸안파는듯 합법해서 떼돈벌게 해주나,"성매매를 합법화해야 한다는 주장을 하며, 현재 불법으로 인해 문제가 발생하고 있다고 언급하고 있습니다.",{},{}
1826,['Not Hate Speech'],False,진심 여전히 잘생겼다 ㅋㅋ 나이가 들어도 잘생긴건 여전하네,진심은 나이가 들어도 여전히 잘생겼다.,{},{}
1827,['Not Hate Speech'],False,"좀 더 청순하고 조신한 걸스데이나 러블리즈, 여자친구가 갔어야 하는거 아닌가? 빨간맛은 북한사람들이 좋아할 스타일은 아닌데....싸이 강남스타일보다 더 쎈 노래인데...","걸스데이, 러블리즈, 여자친구가 더 적합했을 것이라는 의견이 있으며, 빨간맛은 북한 사람들에게 맞지 않는 스타일이라는 의견이 제기되고, 싸이의 강남스타일보다 더 강한 노래라는 언급이 있다.",{},{}
1828,['Not Hate Speech'],False,난 재밌게 봤음. 그걸 보고 좌파니 적폐니 생각하는 자체가 의심스러움.,"재미있게 봤고, 좌파나 적폐에 대한 생각이 의심스럽다고 느낀다.",{},{}
1829,['Not Hate Speech'],False,"""하는짓이 어떻게 조선족이랑 같냐?!?!""",조선족과 비슷한 행동을 한다는 불만을 표현한 문장입니다.,{},{}
1830,['Profanity'],False,"""개독교하고 비교되네요""",개독교와 비교된다는 내용입니다.,{},{}
1831,['Physical'],False,"""문천지 대깨문 만쇄이!!!""","""문천지 대깨문 만쇄이!!!""는 특정한 감정이나 메시지를 전달하는 표현으로 보입니다. 요약하자면, 특정한 주제나 감정에 대한 강한 지지를 나타내는 문구입니다.",{},{}
1832,['Not Hate Speech'],False,양띠 양아x드립 진짜 배찢어질뻔 ㅋㅋㅋㅋㅋ,양띠와 관련된 유머가 매우 웃겼다는 내용입니다.,{},{}
1833,['Not Hate Speech'],False,한혜진 실장님 도전 슈퍼모델 코리아3 즉 도수코3에서부터 봤다 손,한혜진 실장님은 도전 슈퍼모델 코리아3에서부터 보았다.,{},{}
1834,['Not Hate Speech'],False,추하다추해 설정샷 너무 오글거려,설정샷이 너무 오글거린다.,{},{}
1835,['Not Hate Speech'],False,박보검~나웃겨 할 때부터 알아봤다,박보검의 유머 감각을 처음 알게 된 순간을 언급하고 있다.,{},{}
1836,['Not Hate Speech'],False,"""토착왜구는 북한 우리민족끼리 용어인건 알고있지?""","""토착왜구는 북한에서 사용하는 용어이다.""",{},{}
1837,['Not Hate Speech'],False,"""생긴데로 논다는말이 딱이네요""","""생긴 대로 논다는 말이 적절하네요.""",{},{}
1838,['Not Hate Speech'],True,이게 도촬이면 우리나라 국민 중에 60% 이상은 도촬한거다.,,{},"{'filtered': True, 'category': 'sexual', 'severity': 'medium'}"
1839,['Not Hate Speech'],False,위병초소: 쏘고싶다 ..,위병초소: 총을 쏘고 싶다는 내용입니다.,{},{}
1840,['Not Hate Speech'],False,무도.나.1박2일도 폐지할때가 넘었다.지겨운데 잘됬디ㅡ.,무도와 1박 2일 프로그램이 지겨워져서 폐지할 때가 되었다고 생각한다.,{},{}
1841,['Not Hate Speech'],False,"""오지랖 떤다고 그렇게 돼지한테 야단 맞고도 그런다~~""","""오지랖 떤다고 돼지한테 야단 맞고도 그런다""는 내용은 누군가가 지나치게 간섭하거나 참견한 결과로 야단을 맞고도 여전히 그런 행동을 계속한다는 의미입니다.",{},{}
1842,['Not Hate Speech'],False,여자댓글이 더 많네,여자 댓글이 더 많다.,{},{}
1843,['Religion'],False,여자 비율 70% 그 어떤 정치 사회기사에서는 볼수도 없던 현상. ㅋㅋㅋㅋ,여자 비율이 70%인 현상은 정치 사회기사에서 보기 드문 일이다.,{},{}
1844,['Gender'],False,"""조폭이 따로 없구만..태극기부다 틀닥들 한테 배웠나?""",조폭과 태극기부를 비유적으로 언급하며 비판하는 내용입니다.,{},{}
1845,['Not Hate Speech'],False,루시인지 루이인지 누구보다 디오가 더 예쁜데,디오가 루시나 루이보다 더 예쁘다.,{},{}
1846,['Not Hate Speech'],False,"""딸아이가 유니클로에서 사달라기에 사 줬습니다 ~""",딸아이가 유니클로에서 사달라고 해서 사주었습니다.,{},{}
1847,['Not Hate Speech'],False,와~~~본방사수 할게요~~~~^^,본방사수 하겠다는 의지를 표현하고 있습니다.,{},{}
1848,['Not Hate Speech'],False,"""대가리 깨질때까지 금지 안할듯""",대가리가 깨질 때까지 금지를 하지 않을 것이라는 의미입니다.,{},{}
1849,['Not Hate Speech'],False,손님조금받고 흑자ㅋㅋ미친 가격이 얼마나 뻥튀기된겨ㅋㅋ,손님이 적은데 가격이 비정상적으로 높아 흑자를 보고 있다는 내용입니다.,{},{}
1850,['Not Hate Speech'],False,이토 아유미♥최재혁. We just married♥♥,이토 아유미와 최재혁이 결혼했습니다.,{},{}
1851,['Not Hate Speech'],False,저 여자 앵커가 좀...,저 여자 앵커에 대한 부정적인 의견이 담겨 있습니다.,{},{}
1852,['Age'],False,"""아..이 늙은 마구 새 끼 쌍수도 했네.. 갈아마셔도 안 쉬원할눔""","요약: ""늙은 마구가 새끼를 낳았지만, 마시고도 시원하지 않다.""",{},{}
1853,['Not Hate Speech'],False,대통령도 증거조작해서 감방에 쳐넣는 마당에 일반국민 보내는거 일도 아니지.,"대통령이 증거를 조작해 사람을 감옥에 보내는 상황에서, 일반 국민을 보내는 것은 어렵지 않다는 내용입니다.",{},{}
1854,['Gender'],False,"""소프트웨어 교체? ㅋㅋㅋ 컴터도 모르는 틀딱들 주는대로 받아씀""","소프트웨어 교체에 대해 비판하며, 컴퓨터에 대한 지식이 부족한 사람들에게 주어진 대로 사용한다는 내용입니다.",{},{}
1855,['Profanity'],False,"""개독에대한 기사조차 읽기싫다""",개독에 대한 기사를 읽고 싶지 않다는 내용입니다.,{},{}
1856,['Age'],False,"""지ㄹ 하네..중국 꼬봉 정부야""",중국 정부에 대한 비판적인 감정을 표현한 문장입니다.,{},{}
1857,['Age'],False,니년도 웃기다 진짜 뭐잘했다구 이제와서 난리야,"니년도 웃기고, 이제 와서 난리치는 게 웃기다는 내용입니다.",{},{}
1858,['Not Hate Speech'],False,새우깡도 일본 표절인데 왜 먹어?,"새우깡이 일본의 표절이지만, 그럼에도 불구하고 왜 먹는지에 대한 질문입니다.",{},{}
1859,['Not Hate Speech'],False,완전 썡신인인데 딱봐도 뭐 어떻게 해야할 지 몰라 보이더만 뭐 베테랑 마냥 여유잇게 해줫어야 기자들이 만족햇나 ㅋㅋ,완전 초보인데도 불구하고 여유 있게 행동해서 기자들이 만족한 것 같다는 내용입니다.,{},{}
1860,['Not Hate Speech'],False,멀청하게 생겨가지고는,요약: 멀청하게 생겼다.,{},{}
1861,['Not Hate Speech'],False,사람이아프단데 이런 악플러들 다 고소하세여,악플러들을 고소하라는 내용입니다.,{},{}
1862,['Origin'],False,사쿠라 조유리 안유진만 좋음 나머진 솔까 개빻응,"사쿠라, 조유리, 안유진만 좋고 나머지는 별로라는 의견입니다.",{},{}
1863,['Origin'],False,"""인터뷰 하는 얼굴이 너무 이상해요 입주변이 부자연스럽게 두툼하고 ㅜㅜ""",인터뷰하는 얼굴이 부자연스럽고 입 주변이 두툼하다는 의견입니다.,{},{}
1864,['Not Hate Speech'],False,"왕진진씨는 무고합니다. 두번이나 억울한 누명을 쓴 그에게 또다른 상처를 주지 마십시오. 티아라 사태처럼 정작 진짜 피해자는 오히려 왕진진 낸시랭 부부일 것이며, 혹시나 왕진진이 얼마전 비극적인 선택을 한 모 아이돌같은 일이 발생한다면 당신들이 책임질 겁니까? 왕진진 낸시랭부부 부디 이 아픔을 잘 극복하고 행복하게 살길 바랄게요!","왕진진씨는 무고하며, 억울한 누명을 두 번이나 썼습니다. 진짜 피해자는 왕진진과 낸시랭 부부일 수 있으며, 그들에게 추가적인 상처를 주지 말라는 메시지입니다. 그들이 비극적인 선택을 하게 된다면 그에 대한 책임을 물을 수 있다는 경고도 포함되어 있습니다. 부부가 이 아픔을 잘 극복하고 행복하게 살기를 바라는 내용입니다.",{},{}
1865,"['Politics', 'Physical']",False,"""표는 똥합당에 주고 돈은 민주당에 달라는 뻔뻔한 대구사람들 . 참 대구스럽다..""",대구 사람들이 똥합당에 표를 주고 민주당에 돈을 요구하는 모습이 뻔뻔하다는 내용입니다.,{},{}
1866,['Not Hate Speech'],False,아이쿠야ᆢᆢ이쁘고 잘생겼네ᆢᆢ송커플보다ᆢᆢ훨씬 났네ᆢᆢ,"아이쿠, 이쁘고 잘생겼다. 송커플보다 훨씬 낫다.",{},{}
1867,"['Physical', 'Gender']",False,"""더러워 폐렴당 치매 틀딱이네""","요약: ""더러운 폐렴과 치매에 걸린 노인""",{},{}
1868,['Politics'],True,"""짱개 = 인류의 바퀴벌레""",,{},"{'filtered': True, 'category': 'hate', 'severity': 'medium'}"
1869,['Not Hate Speech'],False,"""생각난김에 보러가야지 밥도 먹었으니 함 쳐야지""",생각난 김에 가서 밥도 먹고 해야겠다는 내용입니다.,{},{}
1870,['Not Hate Speech'],False,여자애 촌스러워,여자애가 촌스럽다.,{},{}
1871,['Not Hate Speech'],False,돈많은데 변호사 통해서 준비 많이해오겠지,돈이 많아서 변호사를 통해 철저히 준비할 것이라는 내용입니다.,{},{}
1872,['Not Hate Speech'],False,알리 미모 실화임?ㄷㄷ,알리의 미모가 실제로 놀랍다는 내용입니다.,{},{}
1873,['Physical'],False,"""문재앙 입에 내 코딱지 넣어주고 싶다 ㅇㅇ""",문재앙에 대한 부정적인 감정을 표현한 문장입니다.,{},{}
1874,['Not Hate Speech'],False,헤어스타일 때문에 겁나 무섭게 생겼다...,헤어스타일이 무섭게 보인다.,{},{}
1875,"['Physical', 'Age']",False,"""젊어서는 동료팔아먹은 새끼가 늙어서는 정치에 환장해서 쌩양아치짓을 하고 있네""",젊었을 때 동료를 배신한 사람이 나이가 들어서는 정치에 미쳐서 나쁜 행동을 하고 있다는 내용입니다.,{},{}
1876,['Physical'],False,"""문치매 포승줄 묶일날 멀지 않았다 드루킹공범 양산똥돼지 는 수사않나""",문치매와 드루킹 공범에 대한 수사가 진행되지 않고 있다는 내용입니다.,{},{}
1877,"['Origin', 'Age']",False,"""민폐종자 세끼들 생긴것들은 다들 뭐가치 생겨가지구 짜증만 나내""",민폐를 끼치는 사람들 때문에 짜증이 난다는 내용입니다.,{},{}
1878,['Not Hate Speech'],False,솔직히 늬들은 저렇게 안노냐?ㅋㅋㅋ 연예인도 놀다보면 저럴수도 있지... 저기서 더 위험한? 것만 안가면 되는거지... 무슨...,"연예인도 놀다 보면 위험한 상황에 처할 수 있지만, 그 정도는 괜찮다는 의견을 표현한 내용입니다.",{},{}
1879,['Origin'],False,"""꿀꿀이돼지가 여자를보면 환장을하네.저런짐승같은놈이 국회의장.손목을 비틀어서 개밥줘라.""","여자를 보면 흥분하는 돼지를 비유하며, 그런 사람이 국회의장이라는 비판적인 내용입니다.",{},{}
1880,['Age'],False,남자ㅅㄲ가 볼일 다 봣다고 쌩까냐?,남자가 볼일을 다 보고 무시하고 있냐?,{},{}
1881,['Origin'],False,"""백마탄 돼지네..ㅋㅋ저 돼지는 아프리카열병 안걸리나?""","""백마탄 돼지""에 대한 농담과 함께 아프리카열병에 걸리지 않을지에 대한 의문이 제기되고 있다.",{},{}
1882,['Politics'],False,"""일본인 출입 금지는 조아라 하더니 ㅋㅋ 인종차별도 선택적으로 하는 나라 꼬라지 ㅋㅋ""","일본인 출입 금지를 언급하며, 인종차별이 선택적으로 이루어지는 상황을 비판하는 내용입니다.",{},{}
1883,['Not Hate Speech'],False,새 엄마는뭐냐 썩을것들아 걍 좋은엄마지,새 엄마는 좋은 엄마라는 내용입니다.,{},{}
1884,['Age'],False,연예뉴스는 참 지랄도 풍년이다..개더운 여름에 집나간 정신들 찾아라,"연예뉴스가 혼란스럽고 과도한 상황임을 표현하며, 여름철에 정신을 차리라는 메시지를 담고 있다.",{},{}
1885,['Not Hate Speech'],False,"""ㅠㅠ 기독교를 부패하게 한 한기총은 회개해야 한다!!""",한기총은 기독교를 부패시켰으므로 회개해야 한다.,{},{}
1886,['Not Hate Speech'],False,버젖히 기사가 떳는데 대체 어디가 남몰래냐? 어차피 멤버 혼자선 아무도 모르는 개듣보일텐데 이미지 메이킹용따위 암만 그런거 해봣자....,"기사에 나왔는데, 남몰래 하는 게 무슨 의미인지 의문이다. 멤버 혼자서는 잘 알려지지 않을 것이고, 이미지 메이킹이 의미가 없다는 내용이다.",{},{}
1887,['Politics'],False,"""경상도그지들은 돈이 없어서 못 타는 구나.ㅋㅋ 서울시민처럼 착하게 살아라.ㅋㅋ""","경상도 사람들은 돈이 없어서 못 타고, 서울 시민처럼 착하게 살아야 한다는 내용입니다.",{},{}
1888,['Not Hate Speech'],False,파투판 엎는비매너 한혜진별로다,한혜진의 비매너 행동이 좋지 않다는 의견이 담겨 있다.,{},{}
1889,['Not Hate Speech'],False,"""혹시라도 중국이 옛날 조공처럼 생각한다면 천벌받는다""",중국이 과거의 조공 관계를 다시 생각한다면 큰 대가를 치를 것이라는 경고입니다.,{},{}
1890,"['Physical', 'Age']",False,"""쌰앙녕 니년은 북괴로 꺼져라""","요약: ""북한으로 가라""라는 의미의 문장입니다.",{},{}
1891,['Politics'],True,"""또람프 ㅋㅋ 짱깨이들 싫어라고 말해""",,{},"{'filtered': True, 'category': 'hate', 'severity': 'medium'}"
1892,['Not Hate Speech'],False,돈보고 결혼하면 왜안돼 ㅋㅋㅋ 남자도 여자 얼굴보고 했겠지 오지랖들,"돈 때문에 결혼하는 것이 왜 문제가 되는지에 대한 의견을 표현하며, 남자도 여자 외모를 보고 결혼했을 것이라는 주장을 담고 있다.",{},{}
1893,"['Politics', 'Age']",False,"""전라도 새끼들은 진짜 정신병자들 같다""",전라도 사람들에 대한 부정적인 인식이 담긴 표현이다.,{},{}
1894,['Physical'],False,작년9월사건을 왜 이제서야...뭘 덮을려고?설마 죄인이딸의 먹튀를 숨기려는건 아니겠지,"작년 9월 사건이 이제야 드러난 이유에 대해 의문을 제기하며, 누군가가 이를 덮으려는 의도가 있는지 의심하고 있다.",{},{}
1895,['Not Hate Speech'],False,홍진영씨 너무 이쁘네요 ^^ 이번앨범 잘되기를 기원합니다.,"홍진영씨가 이쁘고, 이번 앨범의 성공을 기원합니다.",{},{}
1896,['Not Hate Speech'],False,"""뭔 개선이야,.ㅡ.ㅡ 최저임금때문에 3.40대는 자르고 쪼개서 50대쓰는거지""",최저임금 때문에 30대와 40대 직원들을 줄이고 50대 직원들을 고용하고 있다는 내용입니다.,{},{}
